 Time,PositionX,PositionY, Heading, AngularVelocity, taFieldRef, taStatic, taAV, taOffset, taRobotRef, taServoPos, shooterTarget, shooterAdjust, shooterVelocity, shooterAngle, intakePower, intakeCurrent, spindexerPower,spindexerPosition, spindexerVelocity, spindexerResult, spindexerTarget
18695,81.9,81.3,-135.2,0,45.8,181,181.2,0,181.2,0.5,1679.3,0,1680,0.6,-1,907,0.3,,,,
18745,82.9,81.4,-135.5,-0.1,46.4,181.7,182.1,0,182.1,0.5,1676.4,0,1680,0.6,-1,845,0.3,,,,
18812,84.4,81.6,-135.9,-0.1,47,182.5,183,0,183,0.5,1670,0,1660,0.6,-1,1108,0,,,,
18907,85.7,81.9,-136.7,-0.1,47.9,184,184.8,0,184.8,0.5,1664.1,0,1680,0.6,-1,714,0,,,,
18955,85.8,82.1,-136.8,0,48.2,185,185.3,0,185.3,0.5,1652.6,0,1680,0.6,-1,225,0,,,,
19022,85.3,82.2,-136.9,0,48.1,184.9,185,0,185,0.5,1645.6,0,1680,0.6,-1,481,0,,,,
19084,84.4,82.2,-137.1,0,47.7,184.6,184.9,0,184.9,0.5,1643.7,0,1660,0.6,-1,703,0,,,,
19131,83.5,82.2,-137.2,0,47.1,184.2,184.6,0,184.6,0.5,1645.9,0,1660,0.6,-1,736,0,,,,
19212,81.6,81.6,-137.4,-0.1,46.6,183.8,184,0,184,0.5,1652.6,0,1640,0.6,-1,528,0,,,,
19272,80.3,80.5,-137.6,0,46,183.5,183.8,0,183.8,0.5,1659.3,0,1660,0.6,-1,769,0,,,,
19355,79,78.5,-137.9,0,46,183.7,183.8,0,183.8,0.5,1673.9,0,1640,0.6,-1,732,0,,,,
19446,77.9,75.8,-138,0,46.5,184.5,184.6,0,184.6,0.5,1685.8,0,1640,0.6,-1,743,0,,,,
19508,77.4,73.8,-138,0,47.1,185.1,185,0,185,0.5,1705.1,0,1640,0.6,-1,674,0,,,,
19567,76.9,71.9,-138.1,0,47.8,185.8,185.9,0,185.9,0.5,1715.2,0,1660,0.6,-1,732,0,,,,
19622,76.5,69.9,-138.2,-0.1,48.5,186.5,186.7,0,186.7,0.5,1722.7,0,1680,0.7,-1,648,0,,,,
19688,75.6,67.7,-138.2,0,49.1,187.4,187.8,0,187.8,0.5,1726.6,0,1680,0.7,-1,433,0,,,,
19743,74.3,65.9,-138.1,0,49.5,187.6,187.4,0,187.4,0.5,1728.8,0,1680,0.7,-1,1308,0,,,,
19817,72.1,63.7,-137.9,0,49.6,187.7,187.4,0,187.4,0.5,1729.9,0,1700,0.7,-1,987,0,,,,
19880,70.1,62,-136.2,1,49.3,187.2,187.1,0,187.1,0.5,1731.4,0,1700,0.7,-1,2821,0,,,,
19975,67.3,59.8,-125.9,2.7,48.8,181.9,174.3,0,174.3,0.5,1738.1,0,1720,0.7,-1,1443,0,,,,
20042,65.7,58.1,-116,2.2,48.4,171.8,159.2,0,159.2,0.4,1756.6,0,1720,0.7,-1,652,0,,,,
20130,63.9,55.8,-105.4,2.5,48.2,162.1,153.7,0,153.7,0.4,1772.1,0,1740,0.7,-1,798,0,,,,
20194,63.2,54,-96.3,2.6,48.3,151.3,140.6,0,140.6,0.4,1787.7,0,1740,0.7,-1,659,0,,,,
20257,62.8,52.4,-85.5,3.4,48.5,142.3,129.7,0,129.7,0.3,1805,0,1740,0.7,-1,441,0,,,,
20316,62.6,51.2,-75.1,2.1,48.7,130.9,114.9,0,114.9,0.3,1815.3,0,1760,0.7,-1,1035,0,,,,
20391,62.3,50.2,-70.2,0.4,48.9,122.7,114.8,0,114.8,0.3,1824.1,0,1780,0.7,-1,725,0,,,,
20477,62.3,49.6,-69,0,49.1,118.6,117.3,0,117.3,0.3,1829.3,0,1800,0.7,-1,863,0,,,,
20541,62.4,49.4,-68.6,0.5,49.2,118.3,118.7,0,118.7,0.3,1835,0,1820,0.7,-1,769,0,,,,
20601,62.6,49.3,-67.3,0.2,49.3,117.5,115.4,0,115.4,0.3,1836.8,0,1840,0.7,-1,317,0,,,,
20676,63.3,49.3,-66.4,0.1,49.4,116.5,115.3,0,115.3,0.3,1837.6,0,1820,0.7,-1,357,0,,,,
20739,64.1,49.3,-66,0.1,49.7,116,115.4,0,115.4,0.3,1838.1,0,1820,0.7,-1,535,0,,,,
20804,65.4,49.5,-65.9,0,50.1,116,115.8,0,115.8,0.3,1838.6,0,1800,0.7,-1,616,0,,,,
20867,66.8,49.9,-66.3,-0.1,50.5,116.5,116.6,0,116.6,0.3,1839,0,1820,0.7,-1,1312,0,,,,
20950,68.1,50.1,-66.8,-0.1,50.9,117.3,117.6,0,117.6,0.3,1839.1,0,1820,0.7,-1,903,0,,,,
21035,68.8,49.8,-67.1,0,51.5,118.4,118.4,0,118.4,0.3,1839.1,0,1820,0.7,-1,670,0,,,,
21089,69,49.5,-67.2,0.1,51.7,118.9,118.9,0,118.9,0.3,1840.7,0,1840,0.7,-1,685,0,,,,
21145,69.2,49.3,-67.1,0,51.9,119,118.9,0,118.9,0.3,1842.8,0,1860,0.7,-1,729,0,,,,
21223,69.4,49.1,-67.3,-0.1,52,119.1,119.2,0,119.2,0.3,1844.5,0,1860,0.7,-1,663,0,,,,
21287,69.6,49,-67.5,0,52.1,119.5,119.9,0,119.9,0.3,1845.7,0,1860,0.7,-1,568,0,,,,
21363,70.2,48.7,-67.5,0,52.3,119.8,119.9,0,119.9,0.3,1846.8,0,1840,0.7,-1,215,0,,,,
21412,70.9,48.5,-67.5,0,52.6,120.2,120.3,0,120.3,0.3,1847.8,0,1840,0.7,-1,688,0,,,,
21490,72.1,48,-67.6,0,53,120.5,120.4,0,120.4,0.3,1849.9,0,1840,0.7,-1,911,0,,,,
21573,73.5,47.2,-68,-0.1,53.3,121,121.2,0,121.2,0.3,1851.8,0,1840,0.7,-1,787,0,,,,
21631,74.3,46.5,-68.2,0,53.9,122,122.4,0,122.4,0.3,1855,0,1860,0.7,-1,594,0,,,,
21705,75.2,45.3,-68.3,0,54.5,122.8,122.9,0,122.9,0.3,1856.6,0,1860,0.7,-1,674,0,,,,
21803,76.2,43,-68.3,-0.1,55.3,123.7,123.7,0,123.7,0.3,1857.6,0,1840,0.7,-1,674,0,,,,
21887,77.1,40.7,-68.3,0,56.4,124.8,124.7,0,124.7,0.3,1858.3,0,1880,0.7,-1,677,0,,,,
21954,77.8,38.8,-68.3,0,57.4,125.7,125.6,0,125.6,0.3,1859.2,0,1880,0.7,-1,619,0,,,,
22027,78.7,36.4,-68.2,0,58.2,126.6,126.6,0,126.6,0.3,1863.3,0,1880,0.7,-1,674,0,,,,
22107,79.9,33.6,-68.4,0,59.5,127.7,127.9,0,127.9,0.3,1871.4,0,1880,0.7,-1,776,0,,,,
22171,80.7,31.3,-68.4,0,60.3,128.7,128.7,0,128.7,0.3,1891.7,0,1880,0.7,-1,626,0,,,,
22230,81.4,29.1,-68.4,0,61.3,129.6,129.6,0,129.6,0.3,1908.2,0,1880,0.7,-1,441,0,,,,
22292,82,26.5,-68.7,-0.2,62,130.4,130.5,0,130.5,0.3,1928.4,0,1900,0.7,-1,714,0,,,,
22352,82.5,24,-70.1,-0.8,62.9,131.7,132.8,0,132.8,0.4,1946,0,1880,0.7,-1,1111,0,,,,
22421,82.9,21.2,-74.1,-1,63.5,134.3,138.7,0,138.7,0.4,1964.3,0,1900,0.7,-1,1556,0,,,,
22486,83.4,18.5,-77.3,-0.8,64.3,139.4,143.7,0,143.7,0.4,1973.8,0,1920,0.7,-1,2580,0,,,,
22549,83.8,16.1,-79.4,-0.4,65,142.9,146.2,0,146.2,0.4,1978,0,1900,0.7,-1,1975,0,,,,
22638,84.7,13.3,-80.5,-0.1,65.9,145.8,146.8,0,146.8,0.4,1973.9,0,1940,0.7,-1,3776,0,,,,
22704,85.3,11.9,-82.9,-0.9,66.5,147.2,149.1,0,149.1,0.4,1963.1,0,1960,0.7,-1,3710,0,,,,
22763,85.6,11.4,-85.3,-0.7,66.9,150.2,153.5,0,153.5,0.4,1953,0,1960,0.7,-1,2533,0,,,,
22807,85.8,11.3,-86.7,-0.5,67.1,152.8,155.7,0,155.7,0.4,1945.9,0,1980,0.7,0,1082,0,,,,
22838,85.9,11.2,-87.3,-0.2,67.2,154.2,155.7,0,155.7,0.4,1941.9,0,1960,0.7,0,236,0,,,,
22871,85.9,11.2,-87.7,-0.2,67.3,154.7,155.8,0,155.8,0.4,1940.4,0,1980,0.7,0,36,0,,,,
22904,85.9,11.2,-87.9,0,67.3,155,155.7,0,155.7,0.4,1939.8,0,1980,0.7,0,10,0,,,,
22949,85.9,11.4,-87.9,0,67.3,155.2,155.4,0,155.4,0.4,1939.6,0,2000,0.7,0,7,0,,,,
22982,85.9,11.5,-87.8,0,67.2,155.1,155,0,155,0.4,1939.6,0,2000,0.7,0,3,0,,,,
23014,85.9,11.6,-87.8,0.1,67.2,155,154.8,0,154.8,0.4,1939.9,0,2000,0.7,0,3,0,,,,
23058,85.9,11.7,-87.8,0,67.2,155,154.8,0,154.8,0.4,1940,0,2000,0.7,0,3,0,,,,
23116,85.9,11.7,-87.7,0,67.2,154.9,154.9,0,154.9,0.4,1940.1,0,2020,0.7,0,0,0,,,,
23153,85.9,11.7,-87.7,0,67.2,154.9,155,0,155,0.4,1940.2,0,2000,0.7,0,0,0,,,,
23187,85.9,11.7,-87.7,0,67.2,154.8,154.9,0,154.9,0.4,1940.3,0,2000,0.7,0,3,0,,,,
23242,85.9,11.7,-87.7,0,67.2,154.9,155.1,0,155.1,0.4,1940.3,0,1980,0.7,0,7,0.9,,,,
23273,85.9,11.7,-87.8,0,67.2,154.9,155.1,0,155.1,0.4,1940.3,0,1980,0.7,0,7,0.9,,,,
23311,85.9,11.7,-87.8,0,67.2,155,155,0,155,0.4,1940.3,0,1980,0.7,0,7,0.9,,,,
23347,85.9,11.7,-87.7,0,67.2,155,154.9,0,154.9,0.4,1940.2,0,1980,0.7,0,3,0.9,,,,
23383,85.9,11.7,-87.7,0,67.2,154.9,155.2,0,155.2,0.4,1940.2,0,1980,0.7,0,3,0.9,,,,
23423,85.9,11.7,-87.8,0,67.2,154.9,154.9,0,154.9,0.4,1940.2,0,1980,0.7,0,3,0.9,,,,
23454,85.9,11.7,-87.8,0,67.2,154.9,154.9,0,154.9,0.4,1940.3,0,1980,0.7,0,3,0.9,,,,
23497,85.9,11.7,-87.7,0,67.2,154.9,154.7,0,154.7,0.4,1940.3,0,1960,0.7,0,3,0.9,,,,
23528,85.9,11.7,-87.7,0,67.2,154.9,154.8,0,154.8,0.4,1940.3,0,1960,0.7,0,7,0.9,,,,
23570,85.9,11.7,-87.7,-0.1,67.2,154.8,154.7,0,154.7,0.4,1940.2,0,1960,0.7,0,7,0.9,,,,
23624,85.9,11.7,-87.8,0,67.2,154.9,155,0,155,0.4,1940.3,0,1960,0.7,0,7,0.9,,,,
23654,85.9,11.7,-87.8,0,67.2,155,154.9,0,154.9,0.4,1940.3,0,1960,0.7,0,7,0.9,,,,
23683,85.9,11.7,-87.8,0,67.2,154.9,154.8,0,154.8,0.4,1940.3,0,1960,0.7,0,7,0.9,,,,
23712,85.9,11.7,-87.7,0.1,67.2,154.9,154.7,0,154.7,0.4,1940.3,0,1960,0.7,0,3,0.9,,,,
23751,85.9,11.7,-87.7,0,67.2,154.9,154.8,0,154.8,0.4,1940.3,0,1960,0.7,0,7,0.9,,,,
23780,85.9,11.7,-87.7,0,67.2,154.9,154.9,0,154.9,0.4,1940.3,0,1960,0.7,0,3,0.9,,,,
23809,85.9,11.7,-87.7,0,67.2,154.9,154.7,0,154.7,0.4,1940.3,0,1960,0.7,0,7,0.9,,,,
23841,85.9,11.7,-87.7,0,67.2,154.9,155.1,0,155.1,0.4,1940.3,0,1960,0.7,0,3,0.9,,,,
23874,85.9,11.7,-87.7,0.1,67.2,154.9,154.9,0,154.9,0.4,1940.3,0,1920,0.7,0,7,0.9,,,,
23907,85.9,11.7,-87.7,0,67.2,154.8,154.9,0,154.9,0.4,1940.3,0,1860,0.7,0,7,0.9,,,,
23941,85.9,11.7,-87.7,0,67.2,154.9,155,0,155,0.4,1940.3,0,1860,0.7,0,7,0.9,,,,
23971,85.9,11.7,-87.8,0,67.2,154.9,155.1,0,155.1,0.4,1940.3,0,1860,0.7,0,7,0.9,,,,
24008,85.9,11.7,-87.7,0,67.2,154.9,154.8,0,154.8,0.4,1940.3,0,1880,0.7,0,7,0.9,,,,
24038,85.9,11.7,-87.7,0,67.2,154.9,154.9,0,154.9,0.4,1940.3,0,1840,0.7,0,7,0.9,,,,
24074,85.9,11.7,-87.7,0,67.2,154.9,155,0,155,0.4,1940.3,0,1760,0.7,0,7,0.9,,,,
24121,85.9,11.7,-87.7,0,67.2,154.9,154.9,0,154.9,0.4,1940.3,0,1780,0.7,0,7,0.9,,,,
24148,85.9,11.7,-87.7,0,67.2,154.9,154.7,0,154.7,0.4,1940.3,0,1760,0.7,0,7,0.9,,,,
24174,85.9,11.7,-87.7,0,67.2,154.9,155.3,0,155.3,0.4,1940.3,0,1720,0.7,0,3,0.9,,,,
24201,85.9,11.7,-87.8,0,67.2,154.9,155.1,0,155.1,0.4,1940.3,0,1700,0.7,0,7,0.9,,,,
24231,85.9,11.7,-87.8,0,67.2,154.9,155.1,0,155.1,0.4,1940.3,0,1700,0.7,0,7,0.9,,,,
24277,85.9,11.7,-87.7,0,67.2,154.9,155,0,155,0.4,1940.3,0,1700,0.7,0,3,0.9,,,,
24305,85.9,11.7,-87.7,0,67.2,154.9,154.8,0,154.8,0.4,1940.3,0,1740,0.7,0,7,0.9,,,,
24332,85.9,11.7,-87.7,0,67.2,154.9,154.9,0,154.9,0.4,1940.3,0,1760,0.7,0,3,0.9,,,,
24359,85.9,11.7,-87.7,0,67.2,154.9,155,0,155,0.4,1940.3,0,1780,0.7,0,3,0.9,,,,
24387,85.9,11.7,-87.7,0,67.2,154.9,155,0,155,0.4,1940.3,0,1780,0.7,0,3,0.9,,,,
24414,85.9,11.7,-87.7,0,67.2,154.9,154.9,0,154.9,0.4,1940.3,0,1780,0.7,0,3,0.9,,,,
24447,85.9,11.7,-87.7,0,67.2,154.9,154.8,0,154.8,0.4,1940.3,0,1800,0.7,0,3,0.9,,,,
24476,85.9,11.7,-87.7,0,67.2,154.9,154.7,0,154.7,0.4,1940.3,0,1800,0.7,0,3,0.9,,,,
24505,85.9,11.7,-87.7,0,67.2,154.9,154.8,0,154.8,0.4,1940.3,0,1800,0.7,0,3,0.9,,,,
24534,85.9,11.7,-87.7,0,67.2,154.9,154.9,0,154.9,0.4,1940.3,0,1840,0.7,0,7,0.9,,,,
24558,85.9,11.7,-87.7,0,67.2,154.9,154.9,0,154.9,0.4,1940.3,0,1840,0.7,0,3,0.9,,,,
24593,85.9,11.7,-87.7,0,67.2,154.9,154.9,0,154.9,0.4,1940.3,0,1840,0.7,0,3,0.9,,,,
24638,85.9,11.7,-87.7,0,67.2,154.9,155,0,155,0.4,1940.3,0,1860,0.7,0,3,0.9,,,,
24675,85.9,11.7,-87.7,0,67.2,154.9,155,0,155,0.4,1940.3,0,1860,0.7,0,3,0,,,,
24703,85.9,11.7,-87.7,0,67.2,154.9,154.8,0,154.8,0.4,1940.3,0,1900,0.7,0,3,0,,,,
24728,85.9,11.7,-87.7,0,67.2,154.9,154.7,0,154.7,0.4,1940.3,0,1900,0.7,0,3,0,,,,
24753,85.9,11.7,-87.7,0,67.2,154.9,154.9,0,154.9,0.4,1940.3,0,1900,0.7,0,3,0,,,,
24779,85.9,11.7,-87.7,0,67.2,154.9,154.8,0,154.8,0.4,1940.3,0,1920,0.7,0,0,0,,,,
24808,85.9,11.7,-87.7,0,67.2,154.9,154.7,0,154.7,0.4,1940.3,0,1940,0.7,0,0,0,,,,
24832,85.9,11.7,-87.7,0,67.2,154.9,154.9,0,154.9,0.4,1940.3,0,1940,0.7,0,3,0,,,,
24858,85.9,11.7,-87.7,0,67.2,154.9,154.9,0,154.9,0.4,1940.3,0,1920,0.7,0,3,0,,,,
24885,85.9,11.7,-87.7,0,67.2,154.9,154.9,0,154.9,0.4,1940.3,0,1920,0.7,0,3,0,,,,
24913,85.9,11.7,-87.7,0,67.2,154.9,155.1,0,155.1,0.4,1940.3,0,1940,0.7,0,0,0,,,,
24945,85.9,11.7,-87.7,0,67.2,154.9,155,0,155,0.4,1940.3,0,1940,0.7,0,0,0,,,,
24975,85.9,11.7,-87.7,0,67.2,154.9,155,0,155,0.4,1940.3,0,1960,0.7,0,0,0,,,,
25008,85.9,11.7,-87.7,0,67.2,154.9,154.9,0,154.9,0.4,1940.3,0,1980,0.7,0,0,0,,,,
25036,85.9,11.7,-87.7,0,67.2,154.9,154.9,0,154.9,0.4,1940.3,0,2000,0.7,0,3,0,,,,
25066,85.9,11.7,-87.7,0,67.2,154.9,154.9,0,154.9,0.4,1940.3,0,1980,0.7,0,0,0,,,,
25104,85.9,11.7,-87.7,0,67.2,154.9,155,0,155,0.4,1940.3,0,1980,0.7,0,0,0,,,,
25152,85.9,11.7,-87.7,0,67.2,154.9,154.9,0,154.9,0.4,1940.3,0,1980,0.7,0,0,0,,,,
25184,85.9,11.7,-87.7,0,67.2,154.9,154.6,0,154.6,0.4,1940.3,0,1980,0.7,0,0,0,,,,
25212,85.9,11.7,-87.7,0,67.2,154.9,154.9,0,154.9,0.4,1940.3,0,1980,0.7,0,0,0,,,,
25241,85.9,11.7,-87.7,0,67.2,154.9,154.9,0,154.9,0.4,1940.3,0,1980,0.7,0,3,0,,,,
25265,85.9,11.7,-87.7,0,67.2,154.9,154.9,0,154.9,0.4,1940.3,0,1980,0.7,0,0,0,,,,
25299,85.9,11.7,-87.7,0,67.2,154.9,154.9,0,154.9,0.4,1940.3,0,1980,0.7,0,0,0,,,,
25339,85.9,11.7,-87.7,0,67.2,154.9,154.9,0,154.9,0.4,1940.3,0,1980,0.7,0,0,0,,,,
25371,85.9,11.7,-87.8,-0.1,67.2,154.9,154.9,0,154.9,0.4,1940.3,0,1960,0.7,0,3,0,,,,
25402,85.8,11.7,-87.7,0,67.2,154.9,154.8,0,154.8,0.4,1940.3,0,1980,0.7,0,0,0,,,,
25424,85.6,11.7,-87.7,0,67.1,154.9,154.8,0,154.8,0.4,1940.7,0,1980,0.7,0,0,0,,,,
25457,85.4,11.7,-87.6,0,67.1,154.7,154.5,0,154.5,0.4,1941.5,0,1960,0.7,0,0,0,,,,
25480,85.1,11.7,-87.5,0,66.9,154.5,154.2,0,154.2,0.4,1943,0,1960,0.7,0,0,0,,,,
25505,84.7,11.7,-87.5,0,66.8,154.3,154.2,0,154.2,0.4,1945.2,0,1960,0.7,0,0,0,,,,
25533,84.3,11.7,-87.4,0.1,66.7,154.1,154,0,154,0.4,1948,0,1940,0.7,0,3,0,,,,
25558,83.8,11.7,-87.2,0.1,66.5,153.8,153.4,0,153.4,0.4,1951.6,0,1940,0.7,0,0,0,,,,
25585,83.2,11.7,-87,0.1,66.3,153.4,153.2,0,153.2,0.4,1956.1,0,1960,0.7,0,0,0,,,,
25624,82.3,11.8,-86.7,0.2,66,153,152.5,0,152.5,0.4,1960.5,0,1940,0.7,0,0,0,,,,
25671,81.1,11.9,-86.3,0.2,65.4,151.9,151,0,151,0.4,1966.6,0,1920,0.7,0,0,0,,,,
25700,80.3,12,-85.9,0.2,65.1,151.2,150.4,0,150.4,0.4,1980.8,0,1940,0.7,0,3,0,,,,
25732,79.5,12.1,-85.6,0.2,64.8,150.6,149.6,0,149.6,0.4,1988.6,0,1960,0.7,0,3,0,,,,
25764,78.9,12.2,-85.2,0.2,64.6,150,148.8,0,148.8,0.4,1996.4,0,1940,0.7,0,3,0,,,,
25788,78.4,12.2,-85,0.2,64.3,149.4,148.6,0,148.6,0.4,2002.6,0,1960,0.7,0,3,0,,,,
25811,78.1,12.3,-84.8,0.1,64.1,149,148.4,0,148.4,0.4,2009,0,1960,0.7,0,3,0,,,,
25834,77.9,12.3,-84.7,0.1,64,148.8,148.3,0,148.3,0.4,2012.8,0,1980,0.7,0,3,0,,,,
25857,77.7,12.4,-84.6,0,64,148.6,148.4,0,148.4,0.4,2015.4,0,2000,0.7,0,3,0,,,,
25879,77.5,12.4,-84.6,0,63.9,148.5,148.5,0,148.5,0.4,2017.4,0,1980,0.7,0,3,0,,,,
25904,77.5,12.5,-84.6,0,63.8,148.4,148.4,0,148.4,0.4,2019.1,0,2000,0.7,0,3,0,,,,
25928,77.4,12.5,-84.6,0,63.8,148.4,148.3,0,148.3,0.4,2020.4,0,2020,0.7,0,3,0,,,,
25950,77.4,12.5,-84.5,0,63.8,148.3,148.3,0,148.3,0.4,2021.1,0,2000,0.7,0,3,0,,,,
25974,77.4,12.5,-84.5,0.1,63.8,148.3,148.3,0,148.3,0.4,2021.5,0,2020,0.7,0,3,0,,,,
26001,77.4,12.6,-84.5,0,63.8,148.3,148.1,0,148.1,0.4,2021.8,0,2020,0.7,0,3,0,,,,
26025,77.5,12.6,-84.5,0,63.8,148.3,148.1,0,148.1,0.4,2021.8,0,2040,0.7,0,3,0,,,,
26054,77.5,12.6,-84.4,0,63.8,148.2,148.1,0,148.1,0.4,2021.7,0,2040,0.7,0,0,0,,,,
26086,77.5,12.6,-84.4,0,63.8,148.2,148.3,0,148.3,0.4,2021.7,0,2040,0.7,0,3,0,,,,
26134,77.5,12.6,-84.5,0,63.8,148.2,148.3,0,148.3,0.4,2021.6,0,2060,0.7,0,0,0,,,,
26182,77.5,12.7,-84.5,0,63.8,148.3,148.3,0,148.3,0.4,2021.6,0,2080,0.7,0,3,0,,,,
26208,77.5,12.7,-84.5,0,63.8,148.3,148.4,0,148.4,0.4,2022.3,0,2060,0.7,0,0,0,,,,
26234,77.5,12.7,-84.5,0,63.8,148.3,148.3,0,148.3,0.4,2022.6,0,2080,0.7,0,0,0,,,,
26264,77.5,12.7,-84.5,0,63.8,148.2,148.1,0,148.1,0.4,2022.8,0,2060,0.7,0,0,0,,,,
26290,77.5,12.7,-84.5,0,63.8,148.2,148.3,0,148.3,0.4,2022.9,0,2100,0.7,0,0,0,,,,
26314,77.5,12.7,-84.5,0,63.8,148.2,148.2,0,148.2,0.4,2023,0,2060,0.7,0,0,0,,,,
26339,77.5,12.7,-84.5,0,63.8,148.2,148.2,0,148.2,0.4,2022.9,0,2060,0.7,0,3,0,,,,
26362,77.5,12.7,-84.5,0,63.8,148.2,148.2,0,148.2,0.4,2022.8,0,2060,0.7,0,0,0,,,,
26388,77.5,12.7,-84.5,0,63.8,148.2,148.3,0,148.3,0.4,2022.7,0,2080,0.7,0,0,0,,,,
26411,77.5,12.7,-84.5,0,63.8,148.2,148.3,0,148.3,0.4,2022.6,0,2080,0.7,0,3,0,,,,
26435,77.5,12.7,-84.5,0,63.8,148.2,148.2,0,148.2,0.4,2022.6,0,2060,0.7,0,0,0,,,,
26459,77.5,12.7,-84.5,0,63.8,148.2,148.2,0,148.2,0.4,2022.5,0,2060,0.7,0,0,0,,,,
26487,77.5,12.7,-84.5,0,63.8,148.2,148.3,0,148.3,0.4,2022.5,0,2060,0.7,0,0,0,,,,
26512,77.5,12.7,-84.5,0,63.8,148.2,148.3,0,148.3,0.4,2022.6,0,2060,0.7,0,0,0,,,,
26538,77.5,12.7,-84.5,0,63.8,148.2,148.4,0,148.4,0.4,2022.6,0,2080,0.7,0,0,0,,,,
26566,77.5,12.7,-84.5,0,63.8,148.2,148.2,0,148.2,0.4,2022.6,0,2080,0.7,0,3,0,,,,
26591,77.5,12.7,-84.5,0,63.8,148.2,148.2,0,148.2,0.4,2022.6,0,2080,0.7,0,0,0,,,,
26639,77.5,12.7,-84.5,0,63.8,148.2,148.2,0,148.2,0.4,2022.6,0,2060,0.7,0,0,0,,,,
26693,77.5,12.9,-84.4,0,63.7,148.2,147.9,0,147.9,0.4,2022.6,0,2060,0.7,0,0,0,,,,
26728,77.4,13.2,-84.4,0,63.7,148.1,148.1,0,148.1,0.4,2023.6,0,2060,0.7,0,3,0,,,,
26762,77.4,13.6,-84.5,-0.1,63.6,148.1,148.3,0,148.3,0.4,2025.1,0,2060,0.7,0,0,0,,,,
26789,77.4,14.1,-84.7,-0.1,63.6,148.1,148.6,0,148.6,0.4,2028,0,2040,0.7,0,0,0,,,,
26812,77.4,14.6,-84.9,-0.1,63.5,148.2,149,0,149,0.4,2031.1,0,2040,0.8,0,0,0,,,,
26838,77.4,15.2,-85,0,63.4,148.3,148.8,0,148.8,0.4,2034.6,0,2040,0.8,0,0,0,,,,
26865,77.4,15.9,-85.2,-0.1,63.3,148.3,148.7,0,148.7,0.4,2038.5,0,2040,0.8,0,0,0,,,,
26894,77.4,16.8,-85.3,-0.1,63.1,148.3,148.7,0,148.7,0.4,2042.7,0,2020,0.8,0,3,0,,,,
26919,77.4,17.7,-85.4,-0.1,62.9,148.3,148.6,0,148.6,0.4,2047.5,0,2020,0.8,0,0,0,,,,
26945,77.4,18.6,-85.5,-0.1,62.8,148.2,148.4,0,148.4,0.4,2052.6,0,2040,0.8,0,0,0,,,,
26971,77.4,19.6,-85.6,0,62.6,148.1,148.4,0,148.4,0.4,2055.6,0,2020,0.8,0,0,0,,,,
26999,77.4,20.8,-85.6,0,62.4,148,148.1,0,148.1,0.4,2057.8,0,2000,0.8,0,0,0,,,,
27035,77.4,22.3,-85.7,0,62.1,147.7,148.1,0,148.1,0.4,2058,0,2000,0.8,0,0,0,,,,
27064,77.3,23.7,-85.8,-0.1,61.8,147.5,147.8,0,147.8,0.4,2053.4,0,2020,0.8,0,0,0,,,,
27095,77.3,25.1,-85.8,0,61.5,147.3,147.4,0,147.4,0.4,2044.7,0,2000,0.8,0,0,0,,,,
27123,77.3,26.5,-85.9,0,61.1,147,147,0,147,0.4,2031.7,0,2000,0.8,0,0,0,,,,
27169,77.3,28.9,-85.9,0,60.8,146.7,146.7,0,146.7,0.4,2013.5,0,2000,0.7,0,0,0,,,,
27227,77.2,32.1,-85.8,0,60,145.8,145.6,0,145.6,0.4,1992.6,0,2040,0.7,0,3,0,,,,
27268,77.2,34.3,-85.8,-0.1,59.4,145.2,145.1,0,145.1,0.4,1941.4,0,2020,0.7,0,0,0,,,,
27306,77.1,36.4,-86.1,-0.3,58.8,144.7,145.2,0,145.2,0.4,1913.6,0,2020,0.7,0,0,0,,,,
27342,77.1,38.6,-86.9,-0.5,58.3,144.7,146.3,0,146.3,0.4,1890.9,0,2020,0.7,0,0,0,,,,
27375,77.1,40.6,-88.3,-1,57.7,145.2,148.4,0,148.4,0.4,1874.6,0,2020,0.7,0,0,0,,,,
27413,77.1,42.6,-91.8,-2.1,57.2,146.6,153.1,0,153.1,0.4,1864.5,0,2000,0.7,0,0,0,,,,
27440,77.1,44,-95.2,-2.3,56.8,149.8,159.8,0,159.8,0.4,1859.8,0,1980,0.7,0,0,0,,,,
27469,77.1,45.3,-99.6,-2.9,56.5,153.5,164.9,0,164.9,0.5,1856.8,0,1980,0.7,0,0,0,,,,
27493,77.1,46.4,-104.3,-3.5,56.2,157.6,171.7,0,171.7,0.5,1854.1,0,1980,0.7,0,0,0,,,,
27525,77.2,47.5,-111.4,-4.1,56,163.4,180.8,0,180.8,0.5,1851.2,0,1980,0.7,0,0,0,,,,
27553,77.2,48.5,-117.7,-4.1,55.8,170.4,189.2,0,189.2,0.5,1847.1,0,1980,0.7,0,0,0,,,,
27577,77.3,49.3,-123.2,-4,56.3,176.3,194.4,0,194.4,0.5,1842.2,0,1960,0.7,0,3,0,,,,
27605,77.3,50.1,-129.6,-3.7,56.2,182.7,200.3,0,200.3,0.6,1838.4,0,1940,0.7,0,0,0,,,,
27631,77.4,50.9,-134.1,-2.8,56.1,187.5,202.6,0,202.6,0.6,1833.5,0,1960,0.7,0,0,0,,,,
