Time,X,Y,Heading,ProjectedX,ProjectedY,TurretTarget,TurretActual,ShooterTarget,ShooterActual,ShooterPower
1787608766627,72.00029988927166,71.9984496109129,1.5704612731933594,71.96342246032113,69.98606443791878,316.8068983328927,-281.38,1699.999129834404,280.0,1.0
1787608766901,71.99619082953986,71.99723371370571,1.571056842803955,71.86000654390499,70.05509865548623,316.8987233579259,310.19848712080517,1699.9971058969952,640.0,1.0
1787608767176,72.04820527805119,72.05937423105316,1.5561155080795288,72.38522750357043,69.8276313045752,318.0255099196908,317.84111935427825,1699.8571478712563,920.0,1.0
1787608767435,72.08538866418553,71.71170452448327,1.248034954071045,70.97581881609226,69.05215888175476,336.34957011105456,340.74582474020787,1698.8240950119193,1120.0,1.0
1787608767698,71.83199184147392,68.29809474194144,1.2491645812988281,71.09590876338471,58.87575172273435,337.8,337.7379718895823,1711.0617529210656,1280.0,1.0
1787608767979,72.63973686638779,62.37688199741635,1.0551178455352783,74.78056097645432,53.421012236976445,337.8,354.21680074901263,1732.5881419037994,1380.0,1.0
1787608768260,124.6365188238189,118.52713997908465,0.7026627659797668,130.48817116471125,110.74380638374178,32.55847326013554,65.88712024183275,1439.1520435195343,1480.0,0.5735975239842831
1787608768522,131.26582108144686,114.27408533772146,0.7190369963645935,139.75448282097244,107.75631279432451,46.19455972157209,199.56712024183275,1463.862018842044,1400.0,0.6780233502334743
1787608768810,139.06151959276573,114.45719080647146,0.6981218457221985,143.11330587416754,120.22303368099861,31.340053128790203,320.82712024183274,1503.1080858610724,1480.0,0.6584315919155865
1787608769074,142.61489988312007,120.49988273560531,0.6619424819946289,149.34275861080448,126.67629248303444,22.2,26.094702304804855,1521.6975539949003,1500.0,0.6634374067979829
1787608769330,149.3748365987943,122.63995793860728,0.5002418756484985,151.9927008351449,122.16547867922655,22.2,21.18683960619319,1530.500891151287,1540.0,0.6470318957364174
1787608769602,148.80434531865157,122.0670348640502,0.5454767942428589,146.66122180097682,120.93154804425416,34.725697723163535,25.67169208958728,1511.5871980508848,1580.0,0.5739390766264355
1787608769891,149.79090412770668,121.66175181471458,0.5922002196311951,147.83370822749396,117.81040820586239,29.65406083675822,27.566335860809716,1512.9452088161672,1540.0,0.6168246926234406
1787608770188,149.57803080401084,121.2223371370571,0.6233546137809753,149.42871805632703,120.3355932896992,25.541121135549076,24.192213112832633,1516.0240696707453,1520.0,0.6389846005044874
1787608770468,122.25044791154036,121.87237596887303,0.6711480617523193,120.836844711599,120.48410867876579,22.2,10.888703361881994,1450.8530459454332,1500.0,0.5715630762022544
1787608770728,121.29099447896162,121.3105545644685,0.6733126044273376,114.81758270144223,117.74082869576175,22.2,7.337357243888164,1435.9931482638322,1500.0,0.5554600952415508
1787608770997,116.45648145300197,117.32059508796752,0.661125659942627,109.96879110949914,111.67478994067838,22.2,7.858815760780487,1409.9126363465778,1460.0,0.555136272570595
1787608771264,115.52118256336122,116.38129767470473,0.6778300404548645,114.92388083120441,115.97066540406908,22.2,7.017798006414864,1427.444899640038,1460.0,0.5716492698954105
1787608771527,115.64184954785925,116.53759573388288,0.6756224036216736,114.06504299026169,115.22230497777389,22.2,7.092333142606549,1423.4657952176376,1460.0,0.5715041201477932
1787608771787,116.38829509104332,117.28159025898131,0.6827860474586487,115.40655941641785,116.27116025604056,22.2,7.6441843460464725,1428.6638158479163,1480.0,0.5617333083676047
1787608772045,118.62363319697343,118.79447396345965,0.708289623260498,119.82746365557955,119.4550433246954,22.2,10.26304656512707,1449.8176181787148,1500.0,0.5681718645164782
